ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1067344228,Crossing Souls: An Adventure Between Life and Death,Video Games,Games,USD,2014-12-17,45000.0,2014-11-17 14:45:04,51983.99,successful,1752,US,51983.99,51983.99,45000.0
210390595,"One Dress, Endless Possibilities",Fashion,Fashion,USD,2017-04-14,5000.0,2017-03-15 13:00:44,5675.0,successful,47,US,1685.0,5675.0,5000.0
1877700222,RainbowLOXX Custom Hair Extensions,Accessories,Fashion,CAD,2016-03-05,450.0,2016-02-04 03:54:34,426.0,failed,5,CA,304.66,321.44,339.55
1206137783,Fracture (The Album),Electronic Music,Music,GBP,2014-05-09,1500.0,2014-04-09 22:11:40,1585.0,successful,61,GB,2633.58,2672.71,2529.38
1713816253,Deadman's Land Graphic Novel,Graphic Novels,Comics,AUD,2016-10-19,3000.0,2016-09-21 04:00:10,3490.0,successful,69,AU,696.76,2662.7,2288.85
1570709820,! Online Library !,Design,Design,USD,2015-09-01,200000.0,2015-07-24 21:39:21,0.0,failed,0,US,0.0,0.0,200000.0
853934560,"Crosby Morgan: First Album Release ""Blessed Memory""",Indie Rock,Music,USD,2013-12-20,5000.0,2013-11-20 00:22:45,5845.0,successful,76,US,5845.0,5845.0,5000.0
2009589991,Cultural Collective,Spaces,Dance,USD,2017-04-07,5000.0,2017-02-21 00:39:26,865.0,failed,13,US,0.0,865.0,5000.0
2025235066,IntraSpect SEO,Web,Technology,USD,2016-01-29,10000.0,2016-01-08 09:32:13,0.0,failed,0,US,0.0,0.0,10000.0
912879352,Sterile Pen Cover and Dispenser,Technology,Technology,USD,2015-08-01,9600.0,2015-06-17 03:39:31,575.0,failed,4,US,575.0,575.0,9600.0
183322118,"Proudly wear your ""Family Crest"" lapel pin!",Fashion,Fashion,USD,2011-05-23,5070.0,2011-04-23 02:58:34,0.0,failed,0,US,0.0,0.0,5070.0
522550096,Dying Words: The AIDS Reporting of Jeff Schmalz,Journalism,Journalism,USD,2015-07-30,20000.0,2015-06-25 16:09:24,28451.0,successful,299,US,28451.0,28451.0,20000.0
640322683,A Long Way Up - EP,Classical Music,Music,GBP,2015-01-30,800.0,2014-12-30 00:41:17,140.0,failed,7,GB,217.82,210.72,1204.09
1506983775,"Kevin Laredo ""Faith Hope Peace & Love""",Music,Music,USD,2012-08-08,5000.0,2012-07-09 03:24:02,5090.0,successful,33,US,5090.0,5090.0,5000.0
1942245831,In Residence - A Shoestring Horror Flick,Film & Video,Film & Video,USD,2014-01-06,5000.0,2013-12-07 07:01:43,5032.0,successful,97,US,5032.0,5032.0,5000.0
623183671,Mystical Woods    Micheal learns a lesson.     (Thank-you),Children's Books,Publishing,USD,2015-07-17,3000.0,2015-06-17 18:03:24,10.0,failed,1,US,10.0,10.0,3000.0
783706690,JRBR: The Documentary,Documentary,Film & Video,USD,2014-08-30,5000.0,2014-07-26 02:25:38,75.0,failed,2,US,75.0,75.0,5000.0
1936304175,Daisuki Seafood and Steakhouse,Food,Food,USD,2016-03-18,400000.0,2016-02-17 09:09:35,51.0,failed,2,US,51.0,51.0,400000.0
1384951822,Meg Goes Live on YouTube,Documentary,Film & Video,USD,2015-08-21,10000.0,2015-07-22 03:50:09,0.0,failed,0,US,0.0,0.0,10000.0
1976034744,The Kardashian Report,Journalism,Journalism,USD,2012-07-05,275.0,2012-06-20 02:19:33,20.0,failed,4,US,20.0,20.0,275.0
1248279231,sad pictures for children,Children's Books,Publishing,USD,2012-05-26,8000.0,2012-05-12 15:40:42,51615.88,successful,1073,US,51615.88,51615.88,8000.0
1749801531,Genuine Leather Satchel. Handstitched in USA,Design,Design,USD,2013-11-02,45000.0,2013-09-18 07:31:18,9706.0,failed,62,US,9706.0,9706.0,45000.0
105009174,Korla,Documentary,Film & Video,USD,2014-09-07,10000.0,2014-08-08 03:36:30,10710.05,successful,74,US,10710.05,10710.05,10000.0
1963363506,Blue Valley Art,Candles,Crafts,USD,2016-11-22,510.0,2016-09-23 22:36:27,16.0,failed,3,US,10.0,16.0,510.0
1821695719,"Owner Built Home, Formwork & Hot Water Solar Panels",Technology,Technology,USD,2015-05-10,25000.0,2015-03-11 22:25:54,211.0,failed,4,US,211.0,211.0,25000.0
1875570620,"Stop, Look, Listen to a great song that needs a Music Video",Music,Music,GBP,2014-03-14,1000.0,2014-03-01 00:35:36,0.0,failed,0,GB,0.0,0.0,1659.48
116225810,Iranian Film Festival - San Francisco,Film & Video,Film & Video,USD,2012-04-29,5000.0,2012-03-01 00:17:16,290.0,failed,8,US,290.0,290.0,5000.0
1556964460,Days of War (Early Access),Video Games,Games,USD,2016-04-02,20000.0,2016-03-15 06:30:38,68508.0,successful,1276,US,68508.0,68508.0,20000.0
1629519019,Combat GO! The FIRST of MANY games from 3BP!,Tabletop Games,Games,USD,2016-12-14,11000.0,2016-11-14 07:32:34,124.0,failed,5,US,0.0,124.0,11000.0
397134161,The G.E.N.E.S.I.S. Robotics Platform,Robots,Technology,USD,2016-06-25,50000.0,2016-05-26 16:21:32,156.0,failed,5,US,156.0,156.0,50000.0
1565073757,Awaaz,Dance,Dance,USD,2016-07-02,7000.0,2016-05-07 18:33:10,7942.0,successful,51,US,7942.0,7942.0,7000.0
476592555,The Wenatchee River Anthology,Poetry,Publishing,USD,2014-06-12,4000.0,2014-06-02 21:11:11,1529.98,failed,35,US,1529.98,1529.98,4000.0
382059427,21st Century Tarot,Illustration,Art,EUR,2017-02-19,1245.0,2017-01-19 13:42:21,288.0,failed,15,ES,72.75,305.54,1320.81
1424390110,Help Us Bring the Music of Mount Auburn Back to Life,Classical Music,Music,USD,2013-09-07,10000.0,2013-07-09 15:35:03,3357.0,failed,45,US,3357.0,3357.0,10000.0
1845725874,"Forgotten Pioneers: An Untold History of Skateboarding — with Rare, Unseen Photos",Nonfiction,Publishing,USD,2010-07-19,20000.0,2010-06-06 20:19:19,523.0,failed,14,US,523.0,523.0,20000.0
12911921,Curriculum-Based Rock Music For Kids,Rock,Music,USD,2011-12-16,5555.55,2011-10-17 06:48:41,6041.55,successful,149,US,6041.55,6041.55,5555.55
559560944,"""Paradise"": An Experience from DVWEZ",Music,Music,USD,2017-02-10,4400.0,2017-01-11 00:08:01,4762.0,successful,102,US,443.0,4762.0,4400.0
1224011013,Scientific Evidences of God - my journey of discovery,Nonfiction,Publishing,CAD,2016-12-22,10000.0,2016-11-22 18:22:58,0.0,failed,0,CA,0.0,0.0,7399.73
1030486138,The Adventures of Superstoner,Comics,Comics,USD,2014-03-06,4000.0,2014-02-04 00:02:53,1601.0,failed,23,US,1601.0,1601.0,4000.0
389667193,The Priest Tube,Film & Video,Film & Video,USD,2015-10-25,50000.0,2015-09-25 03:49:43,45.0,failed,1,US,45.0,45.0,50000.0
425179598,Craigie Mack's BBQ Shack,Food,Food,USD,2014-04-04,5000.0,2014-03-05 22:46:42,5737.0,successful,57,US,5737.0,5737.0,5000.0
1249801412,Brothers Seeking Excellence,Nonfiction,Publishing,USD,2012-12-22,25000.0,2012-11-07 17:54:02,6.0,failed,2,US,6.0,6.0,25000.0
274891722,The Public Radio - The Single Station FM Radio,Product Design,Design,USD,2014-10-22,25000.0,2014-09-22 04:41:00,88072.0,successful,1601,US,88072.0,88072.0,25000.0
2088727895,Monica Blackshire Collection,Photography,Photography,USD,2016-07-06,8500.0,2016-06-18 03:10:41,6.0,failed,2,US,6.0,6.0,8500.0
781425507,Tile the Town,Public Art,Art,USD,2015-04-03,2500.0,2015-03-04 16:34:12,3088.0,successful,60,US,3088.0,3088.0,2500.0
1125672434,Shotgun Shell Cufflinks and Tie Bar Jewelry,Art,Art,USD,2013-06-14,1000.0,2013-05-15 00:19:19,521.0,failed,12,US,521.0,521.0,1000.0
1434645953,Help Create & Revive our 90's Inspired HipHop Mixtape,Hip-Hop,Music,USD,2015-12-31,3000.0,2015-12-07 19:42:55,0.0,failed,0,US,0.0,0.0,3000.0
2141894688,Contra-Man Vs. Divorce,Shorts,Film & Video,USD,2014-04-05,300.0,2014-03-28 17:49:03,325.0,successful,6,US,325.0,325.0,300.0
192268703,Philip Of Saba,World Music,Music,USD,2011-09-30,18000.0,2011-08-01 17:02:34,0.0,failed,0,US,0.0,0.0,18000.0
1879809805,LITTLE RUNAWAY,Video Games,Games,USD,2013-11-11,10000.0,2013-10-12 17:41:22,127.0,failed,7,US,127.0,127.0,10000.0
1840419829,Trigods - The 9th Prophecy (Book 2),Graphic Novels,Comics,USD,2016-02-08,20000.0,2016-01-29 13:05:13,25.0,failed,2,US,25.0,25.0,20000.0
791248154,Agust D Lapel Pin,Accessories,Fashion,USD,2017-08-09,200.0,2017-07-10 21:35:02,16.0,failed,1,US,0.0,16.0,200.0
1058397,Mystery World Dizzy - A 'new' old game by The Oliver Twins,Video Games,Games,GBP,2017-11-14,12500.0,2017-10-15 17:16:04,28016.0,successful,483,GB,19038.89,36969.2,16494.68
1940338472,Space Case Sally and Purloined Pest!,Comics,Comics,USD,2012-08-01,500.0,2012-07-02 16:02:01,2011.0,successful,59,US,2011.0,2011.0,500.0
1509939294,Subvert Your Car Dealer's Advertising on Your Car,Graphic Design,Design,USD,2014-10-15,450.0,2014-09-05 17:17:15,20.0,failed,2,US,20.0,20.0,450.0
1076858734,Mad Hatterz Tea House,Drinks,Food,CAD,2014-09-26,10000.0,2014-08-27 07:22:59,1525.0,failed,6,CA,1389.61,1372.39,8999.28
1927392577,One Eighty Sportswear | Turn Your Life Around,Apparel,Fashion,AUD,2017-06-01,50000.0,2017-05-02 04:10:49,1163.0,failed,12,AU,99.55,859.76,36963.11
1631041180,ADJA: 'Heavy Rebel Music - The Lost Album',World Music,Music,USD,2012-02-04,6000.0,2011-12-21 00:25:01,1124.34,failed,30,US,1124.34,1124.34,6000.0
1708375834,BottomsUP Box - The Subscription Box for Craft Beer Lovers,Drinks,Food,USD,2015-05-06,15000.0,2015-04-06 06:55:22,3156.0,failed,85,US,3156.0,3156.0,15000.0
212047237,Abstract/Meditation Illustrations from EclectiK Originz,Illustration,Art,USD,2014-11-16,4800.0,2014-10-30 22:30:28,635.0,failed,6,US,635.0,635.0,4800.0
2049173143,"French Fries Across America- A Tale of Friends, Food & Fun.",Vegan,Food,USD,2015-07-31,20000.0,2015-06-16 19:00:53,454.0,failed,12,US,454.0,454.0,20000.0
87658580,Pittsburgh songwriter Steve Chab's 1st full-length album!,Music,Music,USD,2011-05-16,2500.0,2011-02-26 18:38:59,720.0,failed,16,US,720.0,720.0,2500.0
1912462317,Help make a TV pilot for just $1! (Suspense Mystery Theater),Television,Film & Video,USD,2015-04-25,10000.0,2015-03-26 01:12:44,32.0,failed,4,US,32.0,32.0,10000.0
2077365884,the SHOODIE by the Original Canadian Beaver Clothing Co.,Fashion,Fashion,CAD,2013-11-21,15000.0,2013-10-22 15:02:19,28285.0,successful,147,CA,27479.41,26833.32,14230.15
775196831,TraumNovela. The short film,Shorts,Film & Video,USD,2011-04-01,1200.0,2011-01-29 22:59:32,120.0,failed,4,US,120.0,120.0,1200.0
703317593,SnR Wrestling: Under The Ring Documentary,Documentary,Film & Video,USD,2012-06-07,15000.0,2012-05-08 06:06:42,1.0,failed,1,US,1.0,1.0,15000.0
1670683354,Scratch made restaurant,Restaurants,Food,USD,2015-04-15,25000.0,2015-03-23 19:40:54,0.0,failed,0,US,0.0,0.0,25000.0
1784956833,The Perfect Heist: a board game for 3 to 6 friends,Tabletop Games,Games,USD,2012-10-19,13000.0,2012-09-19 22:45:09,59251.99,successful,1074,US,59251.99,59251.99,13000.0
1127649070,CONNECT | Make Better Moments,Playing Cards,Games,USD,2015-06-18,15000.0,2015-05-19 15:25:54,21795.05,successful,680,US,21795.05,21795.05,15000.0
2073810957,Euclid - A more accurate measuring cup,Product Design,Design,USD,2017-10-28,30000.0,2017-09-26 14:36:33,129159.0,successful,2748,US,2029.0,129159.0,30000.0
807185912,"""The Goon"" Movie... let's KICKSTART this sucker!!!",Animation,Film & Video,USD,2012-11-11,400000.0,2012-10-12 14:35:57,441900.32,successful,7576,US,441900.32,441900.32,400000.0
1899469329,Broken Heroes,Film & Video,Film & Video,USD,2012-05-07,67800.0,2012-03-08 18:27:12,360.0,failed,6,US,360.0,360.0,67800.0
1455253255,I need to step out of my life and finish my series,Fiction,Publishing,USD,2014-04-04,10000.0,2014-03-05 22:23:04,10.0,failed,1,US,10.0,10.0,10000.0
1190787268,Challenger Baseball Field Of Dreams,Civic Design,Design,USD,2015-04-06,200000.0,2015-02-05 17:09:09,25.0,failed,1,US,25.0,25.0,200000.0
723800132,A Time Like This: A Hip Hop Lament For America,Hip-Hop,Music,USD,2017-08-22,20000.0,2017-07-21 19:01:05,22839.0,successful,250,US,2835.0,22839.0,20000.0
758160970,@FOLLOWMEKILLER,Film & Video,Film & Video,USD,2015-06-16,275000.0,2015-04-27 20:08:07,0.0,failed,0,US,0.0,0.0,275000.0
807198698,Hydrogen - Bag with wooden handles and bottom,Product Design,Design,EUR,2017-05-20,5000.0,2017-04-20 12:07:14,7395.0,successful,48,DE,3787.32,8279.41,5597.98
555387407,The Guys Next Door,Documentary,Film & Video,USD,2015-04-12,60000.0,2015-03-07 16:02:22,84019.55,successful,478,US,84019.55,84019.55,60000.0
1826157738,Raise The Caliber,Performance Art,Art,USD,2014-08-28,150000.0,2014-07-29 20:58:05,260.0,failed,2,US,260.0,260.0,150000.0
1924112501,Scientagious Adventures,Makerspaces,Technology,USD,2015-12-20,33333.0,2015-10-21 16:30:55,25.0,failed,1,US,25.0,25.0,33333.0
119294608,Little Free Kids Library,DIY,Crafts,USD,2016-05-18,250.0,2016-04-18 06:33:53,55.0,failed,3,US,55.0,55.0,250.0
546811537,Handspun Single Sheep Breed Yarns,Crochet,Crafts,USD,2013-02-11,900.0,2012-12-31 21:41:40,2228.58,successful,61,US,2228.58,2228.58,900.0
1943582019,Heart Like Feathers - new album release,Music,Music,USD,2011-08-22,8000.0,2011-07-08 22:20:29,8916.0,successful,192,US,8916.0,8916.0,8000.0
1875858677,Touch #2 - Crime thriller comic book (English & Deutsch),Comic Books,Comics,EUR,2017-10-17,1000.0,2017-09-19 17:41:49,1117.0,successful,43,DE,0.0,1320.07,1181.8
595383710,Q&gAy,Webseries,Film & Video,USD,2015-12-15,90000.0,2015-11-15 05:13:32,30.0,failed,1,US,30.0,30.0,90000.0
195768821,"Ships, Pirates and WildWest Terrain for 28mm Gamers",Tabletop Games,Games,USD,2014-08-08,10000.0,2014-07-08 02:59:02,60734.12,successful,269,US,60734.12,60734.12,10000.0
1484266887,I’m Making a Boy Band: EXP Mini Album,Pop,Music,USD,2015-06-07,30000.0,2015-05-08 20:29:07,30600.0,successful,192,US,30600.0,30600.0,30000.0
616654826,The Annoyinator,Hardware,Technology,USD,2013-08-04,1600.0,2013-07-05 18:38:26,3654.5,successful,155,US,3654.5,3654.5,1600.0
1887392542,Botanical Inklings,Illustration,Art,USD,2015-12-01,5000.0,2015-11-02 22:26:41,5821.0,successful,164,US,5821.0,5821.0,5000.0
1646283301,The Nacho Fork,Food,Food,AUD,2017-11-30,500000.0,2017-10-21 03:54:27,317.0,failed,11,AU,127.19,240.08,378673.13
1794520261,Southern Boy Teas Iced Teas,Food,Food,USD,2013-11-30,500.0,2013-10-31 18:42:23,17867.7,successful,790,US,17867.7,17867.7,500.0
1644479088,Bliss-Box 4-play: Universal Video Game Controller Adapter,Gaming Hardware,Games,USD,2016-06-28,55000.0,2016-04-29 01:21:55,10841.0,failed,102,US,10841.0,10841.0,55000.0
500308114,Peeps Magazine Issue One,Periodicals,Publishing,CAD,2015-06-10,16521.0,2015-05-11 15:00:09,13855.0,failed,135,CA,11476.04,11261.48,13428.43
1971140734,3D Printed Skylines | To Scale Model Cities,Architecture,Design,USD,2017-11-04,7049.0,2017-10-06 17:39:21,14111.0,successful,145,US,3637.0,14111.0,7049.0
382151187,Tattoo 365 by Serina Marie,Art,Art,USD,2016-08-10,20000.0,2016-07-11 18:09:53,371.0,failed,4,US,0.0,371.0,20000.0
1741423438,...He Didn't Even Leave a Note,Experimental,Film & Video,USD,2015-12-20,2300.0,2015-11-20 20:39:40,2392.0,successful,66,US,2392.0,2392.0,2300.0
1352757661,Help Produce Cami Lundeen's Debut Album,Pop,Music,USD,2013-04-01,15000.0,2013-02-20 18:37:53,16136.0,successful,178,US,16136.0,16136.0,15000.0
1908886596,Canine Memorials - Remembering Our Beloved,Candles,Crafts,USD,2014-06-16,5500.0,2014-05-15 06:52:40,186.0,failed,7,US,186.0,186.0,5500.0
956412804,The Concrete Shinobi: Memoirs of an Underground MC,Publishing,Publishing,USD,2016-11-21,1400.0,2016-10-22 08:38:53,1681.0,successful,28,US,100.0,1681.0,1400.0
599080646,Fate Of The Gods - Oblivion,Video Games,Games,GBP,2016-04-08,26000.0,2016-02-23 22:09:55,182.0,failed,35,GB,259.93,256.17,36596.01
80938543,A Music Album - Put Down Your Gun,Music,Music,USD,2015-06-30,10000.0,2015-05-29 05:28:22,10731.0,successful,208,US,10731.0,10731.0,10000.0
1889151145,NUFF Electric Skateboards - Make Every Ride an Adventure,Hardware,Technology,USD,2017-04-26,25000.0,2017-03-27 18:18:21,25019.0,successful,49,US,12776.0,25019.0,25000.0
1104918467,Handmade leather bracelet and individual engraving,Design,Design,USD,2016-11-10,1500.0,2016-10-11 15:40:30,1052.0,failed,32,US,308.0,1052.0,1500.0
1189459447,Inflatable Hammock 3 in 1 Premium by Matika,Technology,Technology,CAD,2017-06-30,5000.0,2017-05-11 16:56:22,447.0,failed,5,CA,394.6,345.01,3859.22
621564639,6th Annual Boston Teen Author Festival,Young Adult,Publishing,USD,2017-07-12,3000.0,2017-06-12 14:01:48,3490.0,successful,84,US,2740.0,3490.0,3000.0
1125408355,Waikite | Convert your bed to luxury resort in sec,Product Design,Design,SGD,2017-06-17,13700.0,2017-04-18 13:59:40,31945.0,successful,278,SG,2937.79,23033.38,9878.15
1076652778,"Eye Hand Voice, Chapter 2: God Below",Comic Books,Comics,USD,2014-07-10,2000.0,2014-06-10 05:29:04,250.0,failed,10,US,250.0,250.0,2000.0
451539205,Autonomata Launch Sequence,Fiction,Publishing,USD,2013-11-23,500.0,2013-10-24 07:47:21,235.0,failed,8,US,235.0,235.0,500.0
579447162,SeTeS,Tabletop Games,Games,GBP,2015-01-21,1.0,2015-01-06 14:07:13,45.0,successful,23,GB,68.8,67.43,1.5
1666669681,Turtledove Press Presents Annie Diamond,Poetry,Publishing,USD,2016-04-20,3700.0,2016-03-21 17:52:52,4468.0,successful,60,US,4468.0,4468.0,3700.0
567550942,Hollywood Theatre Historic Marquee Revival,Film & Video,Film & Video,USD,2012-12-19,55000.0,2012-11-01 18:13:06,73126.55,successful,1102,US,73126.55,73126.55,55000.0
2084831072,Thomas Page Dances: Normative?,Performances,Dance,GBP,2017-10-12,1300.0,2017-08-21 20:52:38,1300.0,successful,12,GB,25.74,1725.44,1725.44
1916673728,Out for Vengeance - Based on a True Story,Thrillers,Film & Video,EUR,2014-08-14,8000.0,2014-07-15 01:53:40,0.0,failed,0,NL,0.0,0.0,10710.36
346068907,What Mama Doesn't Know - Music Video,Shorts,Film & Video,USD,2013-05-09,2750.0,2013-04-09 03:32:21,2750.0,successful,18,US,2750.0,2750.0,2750.0
1176446667,LeBang Metal Works,Jewelry,Fashion,USD,2014-07-09,3000.0,2014-06-09 18:43:19,6.0,failed,2,US,6.0,6.0,3000.0
849638155,Keisha Carter is Mega Woman: Part I,Graphic Novels,Comics,USD,2016-05-13,15000.0,2016-04-08 06:42:06,5168.0,failed,146,US,5168.0,5168.0,15000.0
1414077750,Rae's Craft,Jewelry,Fashion,USD,2015-06-04,2500.0,2015-05-05 20:57:53,0.0,failed,0,US,0.0,0.0,2500.0
1612248969,"Old Line Outfitters, the new clothing brand for Maryland",Fashion,Fashion,USD,2013-11-02,3000.0,2013-09-23 19:05:55,964.0,failed,15,US,964.0,964.0,3000.0
1284760857,"Sequel to Award winning horror film, ""Bloody Island""",Film & Video,Film & Video,USD,2014-02-15,100.0,2014-01-16 19:59:14,50.0,failed,3,US,50.0,50.0,100.0
783247735,DOE EYE - The Debut Full Length Record,Music,Music,USD,2013-06-28,15000.0,2013-05-29 20:59:41,15415.35,successful,246,US,15415.35,15415.35,15000.0
1925043706,The Pancake Menu (interactive kids book) Hands-on math fun!,Children's Books,Publishing,USD,2015-03-07,2500.0,2015-02-13 15:11:13,4051.0,successful,84,US,4051.0,4051.0,2500.0
1933023698,"Bringing Good Food to Elk Grove , Ca",Food Trucks,Food,USD,2014-07-24,5000.0,2014-06-19 11:16:39,10.0,failed,1,US,10.0,10.0,5000.0
2065843156,Louie and Louise,Shorts,Film & Video,AUD,2016-06-13,400.0,2016-06-06 07:48:54,450.0,successful,12,AU,331.49,332.42,295.49
320516934,Brooklyn Brainery Needs a Home!,Art,Art,USD,2010-07-03,9500.0,2010-04-13 20:13:50,9629.95,successful,204,US,9629.95,9629.95,9500.0
386883255,"The AKRONE ""K-01"" French - Ceramic - Automatic Watches",Design,Design,EUR,2015-10-18,30000.0,2015-09-17 19:43:06,71027.0,successful,165,FR,80160.76,78726.45,33252.05
62165148,Limited Edition Fine Art Giclée Prints,Painting,Art,USD,2014-02-01,975.0,2013-12-24 03:50:18,448.0,failed,10,US,448.0,448.0,975.0
978099299,Milepost 33: Comic book zine,Comics,Comics,USD,2011-10-06,1500.0,2011-09-03 20:34:00,1585.0,successful,44,US,1585.0,1585.0,1500.0
863391556,Because Beautiful Art & Design Shop,Graphic Design,Design,USD,2014-06-02,2700.0,2014-05-03 16:07:03,2710.0,successful,24,US,2710.0,2710.0,2700.0
154610595,"The theater ""Camerata"" need help!!!",Musical,Theater,EUR,2017-12-25,3000.0,2017-11-13 21:51:42,50.0,failed,1,DE,0.0,59.96,3597.9
229870901,"in Sanity, AZ - Horror Comic Book Anthology",Comics,Comics,USD,2013-03-03,9876.0,2013-01-29 00:11:46,10208.37,successful,206,US,10208.37,10208.37,9876.0
1698660962,Leslie makes a mini documentary in Kenya,Documentary,Film & Video,USD,2015-07-23,1700.0,2015-06-24 22:33:30,200.0,failed,1,US,200.0,200.0,1700.0
1641552959,Dungeon Dice: THE LOST KING and Boxed Game,Tabletop Games,Games,USD,2017-05-12,10000.0,2017-04-11 16:41:08,252810.6,successful,2012,US,86053.0,252810.6,10000.0
73451012,HootnHaller Studio,Quilts,Crafts,USD,2015-06-05,4000.0,2015-05-15 15:06:01,5379.0,successful,66,US,5379.0,5379.0,4000.0
1429052699,Final Quest  - All Time RPG Classic,Games,Games,GBP,2013-07-26,500.0,2013-06-26 22:51:38,257.0,failed,28,GB,396.35,395.77,769.99
1372692487,Beyond The Wilderness,Shorts,Film & Video,USD,2016-03-31,8000.0,2016-01-31 01:30:17,0.0,failed,0,US,0.0,0.0,8000.0
1959678344,Cute Handmade Jewelry,Crafts,Crafts,USD,2015-02-14,100.0,2015-01-15 02:29:19,0.0,failed,0,US,0.0,0.0,100.0
1262578155,Vic 2020 Video Integration Console,Design,Design,USD,2014-11-01,200000.0,2014-10-01 07:17:30,500.0,failed,4,US,500.0,500.0,200000.0
52842914,Watercolour Animal Greeting Cards,Painting,Art,GBP,2017-04-04,250.0,2017-03-28 14:00:17,1085.0,successful,66,GB,445.97,1347.81,310.56
1369913821,ScottTsai- A New Camera for a YouTube Guitar Teacher,Music,Music,USD,2010-07-31,900.0,2010-06-15 00:20:50,965.0,successful,9,US,965.0,965.0,900.0
